Milestone 20 segmented-log results
Command: go test ./internal/raft -run '^$' -bench '^(BenchmarkRaftLogScalingAppendOne|BenchmarkRaftLogScalingMutations|BenchmarkFollowerLogPersistenceCatchUp)$' -benchmem -benchtime=1x -count=3

goos: linux
goarch: amd64
pkg: quorumkv/internal/raft
cpu: 11th Gen Intel(R) Core(TM) i5-11400H @ 2.70GHz
BenchmarkRaftLogScalingAppendOne/entries=100/value=16B-12         	       1	      5730 ns/op	       269.0 fsync-ns	        37.00 logical-B	      5201 persist-ns	        62.00 physical-B	         1.676 write-amplification	     608 B/op	      11 allocs/op
BenchmarkFollowerLogPersistenceCatchUp/entries=5000-12            	       1	   4141246 ns/op	   1207366 entries/sec	     11832 fsync-ns	        40.00 log-writes	 334440408 logical-B/sec	   4046362 persist-ns	   1386033 physical-B	         1.001 write-amplification	11130464 B/op	   15862 allocs/op
BenchmarkFollowerLogPersistenceCatchUp/entries=5000-12            	       1	   3984439 ns/op	   1254882 entries/sec	      9808 fsync-ns	        40.00 log-writes	 347602260 logical-B/sec	   3875965 persist-ns	   1386033 physical-B	         1.001 write-amplification	11130464 B/op	   15862 allocs/op
BenchmarkFollowerLogPersistenceCatchUp/entries=10000-12           	       1	   5955382 ns/op	   1679153 entries/sec	     24520 fsync-ns	        79.00 log-writes	 465125495 logical-B/sec	   5882817 persist-ns	   2772008 physical-B	         1.001 write-amplification	22611200 B/op	   31647 allocs/op
BenchmarkFollowerLogPersistenceCatchUp/entries=10000-12           	       1	   8110946 ns/op	   1232902 entries/sec	     31455 fsync-ns	        79.00 log-writes	 341513801 logical-B/sec	   8036281 persist-ns	   2772008 physical-B	         1.001 write-amplification	22611216 B/op	   31647 allocs/op
BenchmarkFollowerLogPersistenceCatchUp/entries=10000-12           	       1	   7506694 ns/op	   1332144 entries/sec	     20773 fsync-ns	        79.00 log-writes	 369003985 logical-B/sec	   7405836 persist-ns	   2772008 physical-B	         1.001 write-amplification	22611216 B/op	   31647 allocs/op
BenchmarkFollowerLogPersistenceCatchUp/entries=25000-12           	       1	  13323183 ns/op	   1876428 entries/sec	     49550 fsync-ns	       196.0 log-writes	 519770688 logical-B/sec	  13235890 persist-ns	   6929933 physical-B	         1.001 write-amplification	57196080 B/op	   79014 allocs/op
BenchmarkFollowerLogPersistenceCatchUp/entries=25000-12           	       1	  13291954 ns/op	   1880837 entries/sec	     52185 fsync-ns	       196.0 log-writes	 520991872 logical-B/sec	  13123745 persist-ns	   6929933 physical-B	         1.001 write-amplification	57195968 B/op	   79013 allocs/op
BenchmarkFollowerLogPersistenceCatchUp/entries=25000-12           	       1	  14231652 ns/op	   1756648 entries/sec	     54400 fsync-ns	       196.0 log-writes	 486591437 logical-B/sec	  14140822 persist-ns	   6929933 physical-B	         1.001 write-amplification	57195856 B/op	   79012 allocs/op
PASS
ok  	quorumkv/internal/raft	6.605s
